word	coef	occ_gemini	occ_human
differences	-0.17581006101977895	35	8
total_winning_ways	-0.17547525611247308	6	0
winning_ways	-0.17547525611247308	10	0
instruction_index	-0.17507465548862014	17	0
can_make	-0.17442835601111958	5	0
pins	-0.17345503361154146	14	2
50	-0.1731013111434331	20	13
blink	-0.17309914019613767	12	10
count_safe_reports	-0.17220681648297592	2	0
error	-0.17191715665514404	8	1
region_data	-0.17124339047737144	20	0
numerator	-0.17003009974188643	18	0
hand1	-0.16990595593785635	16	0
hand2	-0.16990595593785635	16	0
denominator	-0.16975731533723323	20	0
reflection_sum	-0.16933131006952226	8	0
get_neighbors	-0.16915038828079967	48	2
mul	-0.16815950434395208	31	68
32	-0.16772234231873845	12	14
flip_flops	-0.1658900025789556	13	0
next_pos	-0.1658752468025534	21	11
of	-0.16438808330532204	76	137
button	-0.16431287563221064	10	29
correct_updates	-0.16398360773023518	12	0
safe_reports	-0.16322781145705306	6	3
target_code	-0.16250253308186216	7	0
total_score	-0.1625025121348598	12	0
key_heights	-0.1622647556629735	9	0
disk_list	-0.16088602805070504	4	0
total_winnings	-0.16049960242675873	15	0
representing	-0.15961383702494117	16	0
item	-0.1589503276940283	48	90
updates_str	-0.15867531615823904	11	2
end_pos	-0.1584553662480216	17	3
num_str	-0.15819244947234046	10	0
get	-0.15801889691072335	189	289
total_result	-0.15790581827610506	3	0
c2	-0.1570437563192034	38	58
xmas	-0.15647025897201242	10	18
last_rock	-0.15596590372547842	5	0
pulses_sent	-0.1550705563995275	14	0
maze	-0.15495917657569838	12	7
get_path	-0.15472298117521283	4	0
bytes_to_simulate	-0.15424198760878483	4	0
byte_positions	-0.153599610039955	7	0
middle_index	-0.15349777246942164	9	0
symbol_col	-0.15329164146646573	5	0
symbol_row	-0.15329164146646573	5	0
keypad_layout	-0.15305618823619024	6	0
perimeter	-0.15266927366958305	38	30
part_numbers	-0.1521840871561463	6	0
card_info	-0.15191948150313692	8	0
decreasing	-0.1507929188631193	14	3
count_xmas	-0.15044861688517794	10	0
next_robot_col	-0.14980443509566302	15	0
next_robot_row	-0.14980443509566302	15	0
matched	-0.14875521551926868	16	0
trailheads	-0.14847869528157	12	2
col_index	-0.148164896310832	7	0
extrapolate_next_value	-0.1480184639513313	10	0
a_parts	-0.14766811568839608	9	0
b_parts	-0.14766811568839608	9	0
prize_parts	-0.14766811568839608	9	0
histories	-0.14765740699291288	16	0
step	-0.14754666640759923	104	136
sorted_hands	-0.14668562961335396	13	0
check_word	-0.14645014768156026	9	0
condition_parts	-0.14629176271693323	10	0
current_c	-0.1460396787937057	16	3
current_r	-0.1460396787937057	14	0
start_r	-0.14540658862970623	71	3
card_value	-0.14507761154117943	14	0
max_y	-0.14505579661027201	13	25
new_box_row	-0.14463679078013658	15	0
new_r	-0.14452097677048245	149	16
denom	-0.14388634154287866	26	0
vx1	-0.14388634154287866	7	0
curr_c	-0.14325234941799384	16	0
curr_r	-0.14325234941799384	14	0
supports	-0.1414159393101251	10	8
num_blinks	-0.14132892290236565	4	0
reg_a	-0.14083571373126594	5	0
returns	-0.14056392841316007	3	0
curr_coords	-0.14032063711992948	2	0
input_part	-0.1403038217737063	14	0
best_cheats	-0.13967740335923418	6	0
vel1	-0.13892319649544468	15	0
digits	-0.13864281706578704	15	28
max_x	-0.1385773927602819	12	27
new_box_col	-0.1377069671695469	15	0
fertilizer	-0.13751903565648785	11	0
humidity	-0.13751903565648785	11	0
light	-0.13751903565648785	11	0
soil	-0.13751903565648785	11	0
water	-0.13751903565648785	11	0
end_col	-0.13713912349461166	9	0
start_c	-0.1368815326629163	100	3
intersection	-0.13682263258176633	15	5
loop	-0.13671766207776126	31	10
prize_x	-0.13658426622410377	12	0
prize_y	-0.13658426622410377	12	0
game_subsets	-0.13643154714352143	5	0
val1_bool	-0.13626440230172107	6	0
val2_bool	-0.13626440230172107	6	0
wire1	-0.1362545277784924	10	0
wire2	-0.1362545277784924	10	0
wire3	-0.1362545277784924	10	0
200000000000000	-0.1361524083766463	6	3
400000000000000	-0.1361524083766463	6	3
check	-0.1361035324936131	64	38
safe_to_disintegrate_count	-0.13601455403967505	3	0
pos1	-0.13586985991077763	14	0
is_horizontal_reflection	-0.13560134414456956	7	0
is_vertical_reflection	-0.13560134414456956	7	0
file_id	-0.13559680126660384	18	18
new_positions	-0.1351460384524815	5	0
output_wire	-0.13466784633276166	12	4
new_distance	-0.13398421145459108	4	0
card_data	-0.13340871592885492	7	0
move	-0.13159118020729976	149	204
travel_distance	-0.1311457257414042	4	0
low_count	-0.13087036928842266	13	0
mul_pattern	-0.1303079333169893	2	3
disk_map_str	-0.12882038101434518	6	0
total_accepted_sum	-0.12856016757464164	13	0
total_price	-0.1284417949216465	12	0
no	-0.12808943497661338	322	386
left_sorted	-0.1279661824420223	9	0
right_sorted	-0.1279661824420223	9	0
winning_numbers_str	-0.1265029365529183	8	0
your_numbers_str	-0.1265029365529183	8	0
connected_ab	-0.12564359467160893	2	0
connected_ac	-0.12564359467160893	2	0
connected_bc	-0.12564359467160893	2	0
triplet	-0.12560044166308124	10	0
support_map	-0.12484482549201005	14	0
len	-0.12451654797495922	648	730
backtrack	-0.12437877672006843	18	3
total_calibration_value	-0.12388589967164193	2	0
index	-0.12347449433941998	162	50
file_len	-0.12344948005145617	20	12
best_product	-0.12333919183177079	10	0
distance_traveled	-0.12243275274184517	4	0
equations	-0.12189931132485532	18	3
safe_reports_count	-0.12086203783097078	3	0
disconnected_edges	-0.1208196122526382	7	0
galaxies_in_cols	-0.1205889897886409	6	0
galaxies_in_rows	-0.1205889897886409	6	0
current_design	-0.12053538366745009	4	0
current_pattern	-0.1203801372701569	5	0
group_index	-0.12018492599535603	6	0
prize_line	-0.11958142259400148	8	0
total_ways	-0.11946546972171443	3	0
computer3	-0.11865585668149241	6	0
max_cubes	-0.11847877053904975	6	0
pulse_to_send	-0.11815348852357437	8	0
final_secrets	-0.11810364327927841	6	0
new_direction	-0.1180026129095809	22	0
brick_id	-0.1178739067803864	16	6
reg_b	-0.117363094776055	5	0
total_gps	-0.11726359591383413	15	0
brick_data	-0.11693386426660787	5	0
min_heat_loss	-0.11668855311240575	14	0
vy1	-0.1165746582184205	6	0
high_count	-0.11653542846752066	12	0
temp_grid	-0.11639783613269516	5	0
high	-0.11559716056517227	45	23
args	-0.11545348630116462	0	6
costs	-0.11486454040022707	9	3
locations	-0.11485386388158941	15	18
op1	-0.11483579027874809	7	5
op2	-0.11483579027874809	7	5
ignore	-0.1146207612429777	1	3
nonlocal	-0.11413291822343886	15	4
path_length	-0.1140391983269552	19	8
antennas	-0.11401953805032532	30	39
isalpha	-0.11373246728649583	10	0
groups	-0.11365690697172964	46	35
get_module_type	-0.11342160879057334	8	0
get_heat	-0.11225913830027029	13	0
consume	-0.11184746357931948	2	0
heights	-0.11168170221327013	19	1
a_line	-0.11135320463259707	10	0
b_line	-0.11135320463259707	8	0
lava_volume	-0.11080980059484286	5	0
extend	-0.11076874743783524	6	12
cheats	-0.11076826933556727	25	19
21	-0.11064221021142014	33	25
extrapolated_value	-0.11058457024427475	18	0
evaluate	-0.1102367023484471	14	4
speed	-0.10918941118655909	4	3
ways	-0.10871935102422625	15	14
keypad_to_coords	-0.10856974863676223	7	0
register	-0.10842104219543543	50	28
extrap_list	-0.10830741358060368	4	0
rows_len	-0.1082954889988309	5	0
oo	-0.10827852673926841	177	292
integers	-0.10814873522938251	12	0
a_x	-0.10787132012014516	12	1
a_y	-0.10787132012014516	11	1
b_x	-0.10787132012014516	10	1
b_y	-0.10787132012014516	10	1
029a	-0.10770019227299522	0	0
179a	-0.10770019227299522	0	0
379a	-0.10770019227299522	0	0
456a	-0.10770019227299522	0	0
980a	-0.10770019227299522	0	0
fits	-0.1074618715806654	7	6
lists	-0.10691193886778239	15	0
expr	-0.10679328014589189	33	0
calculate_distance	-0.10659783842663885	8	0
keypad_mapping	-0.1061107375975163	2	0
find_solution	-0.10608973846759927	6	0
midpoint	-0.10599669217677424	3	1
next_position	-0.10580623295683277	6	0
next_position2	-0.10580623295683277	3	0
remembered_pulses	-0.10524733117225087	8	0
source_val	-0.10469412769597027	8	0
part_ratings	-0.10458456628653348	9	0
middle_page	-0.10454402844570372	15	0
current_groups	-0.10440374573863	4	0
valid_reflection	-0.10420062006735518	14	0
end	-0.10391886699938228	604	538
17	-0.10336856965518856	24	21
total_possible_games	-0.10331408488214468	9	0
module_type	-0.10317941756298672	20	0
cols_count	-0.10259601639709903	6	0
rows_count	-0.10259601639709903	6	0
game_data	-0.10257505766503977	6	0
input_string	-0.10212151593359721	6	0
loop_nodes	-0.10196472861737306	12	0
topo_map	-0.10111177546542754	15	0
length	-0.10103815880125025	68	38
pair	-0.100846300357012	14	25
energized	-0.10080391792417556	19	8
comb_costs	-0.10080252963019022	4	0
presses_a	-0.10080252963019022	4	0
presses_b	-0.10080252963019022	4	0
current_distance	-0.10048815859094319	3	0
example_input	-0.10048815859094319	3	0
factor	-0.10040548141688709	23	8
computer	-0.10021339072834679	50	8
increasing	-0.09996936946620268	14	5
temperature	-0.09990395992612294	11	0
schematics	-0.09953956719321527	23	0
dest	-0.09942167792657623	100	20
neighbor_cost	-0.09907172723559661	7	0
your	-0.09790690894496099	42	0
min_cost	-0.09780164656762733	6	3
occurrences	-0.09768581238644765	7	0
binary_number	-0.09763392930132583	4	0
new_z	-0.0969820674245112	9	0
distance_values	-0.09686009195822301	3	0
time_list	-0.09686009195822301	3	0
time_values	-0.09686009195822301	3	0
extrapolated_values	-0.0966208253361279	12	0
reports	-0.09652792645539104	14	3
current_lengths	-0.09647320762181105	8	0
new_lengths	-0.09647320762181105	8	0
spring_str	-0.09647320762181105	8	0
h_index	-0.09630410981612547	3	0
v_index	-0.09630410981612547	3	0
c_mid	-0.09617211457426039	9	0
r_mid	-0.09617211457426039	9	0
vx2	-0.09592422769525247	5	0
possible_disconnections	-0.0955285929329817	8	0
start_row	-0.09546334394165516	38	3
cheats_count	-0.09546189775650986	3	0
conn	-0.09534875935498738	134	33
find_connected_components	-0.09534875935498738	10	0
curr_h	-0.09526002580338638	5	0
disk_repr	-0.09512645752545523	10	0
found_empty	-0.09512645752545523	3	0
triplets	-0.09420033124731084	6	0
strength1	-0.09414796636333188	6	0
strength2	-0.09414796636333188	6	0
count_str	-0.09414765724581095	3	0
r_offset	-0.0936990860765607	3	0
safe_disintegrations	-0.0935470914132863	4	0
cheat_grid	-0.0931182689061561	4	0
solve_all_machines	-0.09304355684569114	4	0
box_row	-0.09262112858156483	30	0
left_index	-0.09150364278260853	8	0
right_index	-0.09150364278260853	8	0
typeerror	-0.09109077312071716	0	0
dest_start	-0.0907256967332992	10	0
another	-0.09067636935978335	2	0
min_z	-0.09067636935978335	2	0
removed_brick	-0.09067636935978335	2	0
edge1	-0.0906147091894786	4	0
edge2	-0.0906147091894786	3	0
wire_name	-0.09056012143738579	9	0
find_combination	-0.09040153775058751	3	0
patterns_dict	-0.08998433690069048	2	0
sub_design	-0.08998433690069048	2	0
temp	-0.08959150912132346	76	3
count_100plus	-0.08939380669594257	6	0
input_histories	-0.0892934663339783	4	0
calculate_load	-0.08831620844793354	10	0
tilted_platform	-0.08831620844793354	10	0
time_distance_pairs	-0.08824571304777891	3	0
next_box_col	-0.08812025593862524	6	0
next_box_row	-0.08812025593862524	6	0
support_graph	-0.08790644917562843	8	0
current_map	-0.08787286852131654	14	0
codes	-0.08785222982889952	10	13
75	-0.0878454191781391	40	19
platform_input	-0.08757243957305877	8	0
calibration_sum	-0.08676301297291845	3	0
all_high	-0.08670214176501968	8	0
operand	-0.08638295923941797	40	36
current_springs	-0.0858463757109686	4	0
antinodes	-0.08583151248937931	18	14
83	-0.08570134577199323	4	1
box_col	-0.08540440540889202	30	0
actual	-0.08532106461204235	11	2
current_type	-0.08506817609025133	4	0
lowest_location	-0.08506817609025133	3	0
else	-0.08501778971985774	207	253
total_middle_page_numbers	-0.08498237980569097	6	0
arr	-0.08482042156171606	71	41
1024	-0.08474331605632031	8	8
blank	-0.08460057539910712	3	4
2333133121414131402	-0.08448016581823983	4	1
total_calibration_result	-0.08444771621296382	12	0
compare_hands	-0.0844154605701693	8	0
locks	-0.08438471232316351	45	52
new_c	-0.08412412920512467	63	4
cubes	-0.08410881584147206	16	12
pos_x	-0.08350904094099158	12	7
reachable_plots	-0.08344577731401577	8	0
all_components	-0.0833772820425393	8	0
vel2	-0.08335391789726687	9	0
pos_y	-0.08329903940646587	12	9
program_str	-0.08313053765382328	10	0
workflow_name	-0.0828016331687839	6	0
64	-0.08239568713235208	18	15
rule_str	-0.08219147702821973	9	0
possible_games	-0.08185892828611287	12	0
subset_cubes	-0.08185892828611287	3	0
start_pos	-0.08184171241756139	17	10
cond_parts	-0.0813435515561927	5	0
col	-0.08119682807272763	762	451
calculate_product	-0.08065007349432232	8	0
current_index	-0.08044301402535252	2	0
galaxy_map	-0.08039265985909391	6	0
pos2	-0.08030058131259978	9	0
total_middle_page	-0.0801130321123739	12	0
turn_dir	-0.07985924831387814	2	0
isinstance	-0.07946755303639003	2	2
module_types	-0.07893549837918816	6	0
generate_secret_number	-0.07873576218618561	4	0
turns	-0.07863251685030682	21	2
patterns	-0.07862308660155948	40	51
file_map	-0.07834094453343873	3	0
row_data	-0.07830280930397249	3	0
check_fit	-0.07827041653606961	4	0
30	-0.07812958248412095	4	3
type	-0.07794535305401401	91	18
output	-0.0770498598714119	50	65
possible_equations	-0.07658023174490616	3	0
pushed_box	-0.07622899397505375	6	0
bids	-0.07598383136039052	12	0
box_to_push_col	-0.07570607458875878	6	0
box_to_push_row	-0.07570607458875878	6	0
initial_secret	-0.0756106879020631	13	0
numbers	-0.07544546808961236	67	39
current_path	-0.07541635569915424	6	0
hands_with_bids	-0.07532762762829555	6	0
pos1_x	-0.07497765701222589	3	0
pos1_y	-0.07497765701222589	3	0
vel1_x	-0.07497765701222589	3	0
vel1_y	-0.07497765701222589	3	0
score	-0.07492555101373816	51	42
best_heat_loss	-0.07483942553351353	3	0
going	-0.07483942553351353	0	2
total_possible_game_ids	-0.07467767120043614	3	0
calculate_heat_loss	-0.07434121147129939	7	0
cheat_start	-0.07427558751652602	5	11
start_galaxy	-0.0741120312912786	6	0
conjunction	-0.07408646478174877	18	11
sorted_counts	-0.07403101980927908	7	0
neighbor_pos	-0.07383378252344414	11	0
numeric	-0.07366980996339587	12	5
other_z	-0.07325537431302367	5	0
heat	-0.07305080882055827	109	51
isdigit	-0.07231408728371426	21	18
possible_moves	-0.07210639646153545	6	0
search	-0.0719264657759359	26	15
current_file_id	-0.07174183373961315	3	0
found_gap	-0.07174183373961315	3	0
cheat_path_length	-0.07159642331738242	3	0
saved_time	-0.07159642331738242	4	0
neighbor	-0.07137553486324907	188	34
card1_rank	-0.07091489687069984	3	0
card2_rank	-0.07091489687069984	3	0
get_hand_strength	-0.07091489687069984	3	0
ranks	-0.07091489687069984	3	0
rank	-0.07071835940966678	13	12
evolve_stones	-0.07066446145118283	2	0
reg_c	-0.07041785686563297	3	0
symbol_pattern	-0.0702743145574205	3	0
map_type	-0.07019461085825444	11	0
can_disintegrate	-0.07016031855996474	3	0
other_brick_id	-0.07016031855996474	3	0
valid_z	-0.07016031855996474	3	0
total	-0.06971589079605837	349	50
dijkstra	-0.06927860921743667	4	5
82	-0.06925628824839226	3	0
hand_strength	-0.0686657967235599	10	0
vy2	-0.06861254437079431	4	0
best_score	-0.06725521265784405	3	7
handle	-0.06723284805373479	3	3
min_steps	-0.06699210572729554	2	0
sequence	-0.06686134919430153	25	38
2048	-0.06675955709348226	5	4
start_node	-0.06670212036583847	8	0
tilt_platform	-0.06660381217060383	8	0
69	-0.06653084932369746	5	1
84	-0.06653084932369746	7	4
86	-0.06653084932369746	7	5
page_x	-0.0661604459763537	3	0
safety	-0.06605674414730052	21	5
destination_modules	-0.0657795819826568	5	0
warehouse	-0.06553364585012032	33	37
total_cost	-0.06540096354702342	11	0
the	-0.06527867678196622	155	267
px1	-0.06515521698917548	4	0
py1	-0.06515521698917548	4	0
next_diffs	-0.06498444814836217	3	0
sum_extrapolated	-0.06498444814836217	5	0
other_id	-0.06465471161634084	4	0
galaxy_count	-0.06461726428506914	9	0
distance_line	-0.06457339463881534	2	0
distance_list	-0.06457339463881534	2	0
time_line	-0.06457339463881534	2	0
filenotfounderror	-0.06430859709446676	0	0
calculate	-0.0641296937141229	69	14
expand_universe	-0.06404505046182543	10	0
operators	-0.06389098417021878	3	4
input_disk	-0.06341763835030352	2	0
card_num	-0.06325146827645915	5	2
hand_type	-0.06271464064652578	7	2
amxsxmaamm	-0.06267244025877745	0	0
mammmxmmmm	-0.06267244025877745	0	0
mmmsxxmasm	-0.06267244025877745	0	0
msamasmsmx	-0.06267244025877745	0	0
msamxmsmsa	-0.06267244025877745	0	0
mxmxaxmasx	-0.06267244025877745	0	0
saxamasaaa	-0.06267244025877745	0	0
smsmsasxss	-0.06267244025877745	0	0
xmasamxamm	-0.06267244025877745	0	0
xxammxxama	-0.06267244025877745	0	0
finding	-0.06219190030492446	2	0
find_min_heat_loss	-0.06190829611987738	6	0
cols_len	-0.06188313657076053	4	0
box_coords	-0.0616841791570377	7	0
should	-0.061394925697195714	0	2
pq	-0.0612329450956002	28	73
67	-0.06121352057146003	23	23
setdefault	-0.060635027300222195	6	1
target_coords	-0.060615963555757865	5	0
current_height	-0.06046070454676158	4	0
is_valid_trail	-0.06046070454676158	4	0
target_col	-0.06046070454676158	4	0
target_row	-0.06046070454676158	4	0
101	-0.06030921101904749	16	20
current_combination	-0.060267691833725046	2	0
new_design	-0.060267691833725046	2	0
connected_groups	-0.060118594759009936	6	0
removed_connections	-0.060118594759009936	5	0
safe_to_disintegrate	-0.059901236745954	9	0
is_possible	-0.059856778784342674	8	6
input_parts	-0.05955168971805878	4	0
new_score	-0.05904571590871327	15	8
__import__	-0.05891572609756263	2	0
strings	-0.05884996256770858	6	7
source	-0.0580800844620608	34	7
heuristic	-0.058075269882621516	8	0
next_differences	-0.057827999191287824	5	0
func	-0.05782634325526599	2	40
z_wires	-0.05782634325526599	2	0
lengths	-0.0577878421172392	27	2
x_intersection	-0.05726960947404684	2	0
y_intersection	-0.05726960947404684	2	0
