word	coef	occ_gemini	occ_human
or	-0.2060746015213301	2297	3738
c3	-0.2055077166477238	9	0
is_correct	-0.2052965575001091	15	0
total_wins	-0.2051496633323939	6	0
topographic_map	-0.20420050293358394	12	0
new_springs	-0.20382234050250722	8	0
pos_parts	-0.20353314058899954	14	0
vel_parts	-0.20353314058899954	14	0
val1	-0.2034257337267764	26	0
val2	-0.2034257337267764	26	0
matching_numbers	-0.20192671926037614	12	0
complexity	-0.20170002726633507	19	3
report_len	-0.20145204932135233	5	0
workflows	-0.20078323463240036	22	9
ascii_code	-0.20012542493568514	10	0
hash_algorithm	-0.20012542493568514	10	0
initialization_sequence	-0.20012542493568514	10	0
input_data	-0.19975546130773789	14	0
safe	-0.19873104662477525	85	47
lock_height	-0.19831981499697574	13	0
location	-0.19813790040343573	40	33
start_col	-0.19666365473667471	42	3
min_x	-0.19599284453608626	11	2
min_y	-0.19599284453608626	11	0
total_load	-0.19589896566763518	21	0
16777216	-0.19500430384455916	15	7
winning_numbers	-0.19486034740100722	15	0
your_numbers	-0.19486034740100722	15	0
heat_loss	-0.19349556355387726	46	0
points	-0.19329173381129244	30	28
region_coords	-0.19275130653144004	10	0
amount	-0.1915322149343481	5	0
new_z_pos	-0.19093591834162177	4	0
settled_positions	-0.19093591834162177	4	0
valueerror	-0.19044098211475652	0	0
differences	-0.1895974654070574	35	8
false	-0.18892760418618007	0	2
computer_dict	-0.18884803123529	7	0
pin_height	-0.188713097560532	9	0
input_str	-0.1881515159486267	19	0
temp_diagram	-0.18722667239910584	9	0
dfs	-0.18522139958132922	49	8
saving	-0.1848451803419056	13	0
key_schematics	-0.18474959023661008	8	0
lock_schematics	-0.18474959023661008	8	0
page2	-0.18474667298078246	11	0
mul	-0.1824466380450723	31	68
total_arrangements	-0.1824047916954762	15	0
next_c	-0.18218140299331773	44	0
next_r	-0.18218140299331773	65	2
source_start	-0.18195309783662184	15	0
lock_heights	-0.1800648719431181	5	0
colors	-0.17977159478169505	13	0
time_distances	-0.17924832344381958	6	0
step_count	-0.1789813158110997	9	0
denominator	-0.17882966119953775	20	0
region_data	-0.17800701074201478	20	0
initial_secrets	-0.17774878052920062	10	0
pins	-0.17755405509551703	14	2
numerator	-0.17564492275153498	18	0
instruction_index	-0.17464016210344205	17	0
invalid	-0.1739677786857098	6	0
volume	-0.1738626244063464	19	0
total_result	-0.17335358186624572	3	0
error	-0.1733352216747576	8	1
hand1	-0.17299652369039237	16	0
hand2	-0.17299652369039237	16	0
condition_parts	-0.17255781118810148	10	0
get_path	-0.17223221998112506	4	0
next_node	-0.1711891927233925	3	0
50	-0.1708994879603016	20	13
blink	-0.17034531988030233	12	10
can_make	-0.17010694351881206	5	0
next_col	-0.16989928568703527	18	0
next_row	-0.16989928568703527	18	0
reflection_sum	-0.1682956090311735	8	0
disk_list	-0.16715478820953622	4	0
get_neighbors	-0.1667919536939731	48	2
total_winning_ways	-0.16654895423678645	6	0
winning_ways	-0.16654895423678645	10	0
total_score	-0.165374300845656	12	0
32	-0.16536608256347116	12	14
correct_updates	-0.16483686705228875	12	0
flip_flops	-0.16392560795156608	13	0
key_heights	-0.1634785402439049	9	0
get	-0.16328629132461106	189	289
total_winnings	-0.1628526407776295	15	0
of	-0.16256603461567198	76	137
count_safe_reports	-0.1623351623919051	2	0
matched	-0.16164183653297987	16	0
xmas	-0.16159867787646542	10	18
stone_str	-0.16147924239372627	5	0
item	-0.16091746923151345	48	90
button	-0.16027998332094756	10	29
updates_str	-0.16022136017570085	11	2
end_pos	-0.159260688475753	17	3
pulses_sent	-0.15894610949236068	14	0
symbol_col	-0.15866663399726597	5	0
symbol_row	-0.15866663399726597	5	0
c2	-0.1585842723763444	38	58
representing	-0.15825838020037147	16	0
last_rock	-0.15741099411878837	5	0
card_info	-0.15644266348639788	8	0
num_str	-0.15615554117516106	10	0
safe_reports	-0.1540585820748555	6	3
new_positions	-0.15362277338209418	5	0
target_code	-0.15329964595972023	7	0
next_pos	-0.1530482968337441	21	11
middle_index	-0.1529647109272025	9	0
count_xmas	-0.15195899907828728	10	0
next_robot_col	-0.15178697169440974	15	0
next_robot_row	-0.15178697169440974	15	0
max_y	-0.151588256232946	13	25
bytes_to_simulate	-0.15156982341295983	4	0
input_part	-0.15152219287741456	14	0
step	-0.1511371824461162	104	136
perimeter	-0.15097188125017424	38	30
a_parts	-0.15081838454234994	9	0
b_parts	-0.15081838454234994	9	0
prize_parts	-0.15081838454234994	9	0
card_value	-0.15011028490025338	14	0
maze	-0.14997172898485236	12	7
histories	-0.14993083799856755	16	0
supports	-0.14992060482013259	10	8
check_word	-0.1493709950791994	9	0
current_c	-0.14900633802695853	16	3
current_r	-0.14900633802695853	14	0
output_wire	-0.14860112926980912	12	4
curr_coords	-0.14778819242940666	2	0
keypad_layout	-0.14778805703142026	6	0
new_r	-0.14758911180001436	149	16
extrapolate_next_value	-0.14751137419999139	10	0
part_numbers	-0.1474110615864311	6	0
col_index	-0.14725865790227677	7	0
sorted_hands	-0.14687740660978454	13	0
byte_positions	-0.14659918536488356	7	0
connected_ab	-0.1453794232575275	2	0
connected_ac	-0.1453794232575275	2	0
connected_bc	-0.1453794232575275	2	0
max_x	-0.14487056372418308	12	27
decreasing	-0.1444893430529951	14	3
vel1	-0.14387153712447692	15	0
safe_to_disintegrate_count	-0.14320193875621634	3	0
start_r	-0.14297763912667005	71	3
trailheads	-0.14244362894740137	12	2
curr_c	-0.14188497051619658	16	0
curr_r	-0.14188497051619658	14	0
prize_x	-0.1405842297247352	12	0
prize_y	-0.1405842297247352	12	0
digits	-0.14038534861578572	15	28
returns	-0.13954143665145746	3	0
reg_a	-0.13914493840896708	5	0
end_col	-0.1388489725053207	9	0
check	-0.1387280372718282	64	38
pos1	-0.13821239163547136	14	0
mul_pattern	-0.13787866973743468	2	3
computer3	-0.13786133895485422	6	0
new_box_row	-0.1368944863788072	15	0
fertilizer	-0.13668675135077346	11	0
humidity	-0.13668675135077346	11	0
light	-0.13668675135077346	11	0
soil	-0.13668675135077346	11	0
water	-0.13668675135077346	11	0
file_id	-0.1365659519306746	18	18
extend	-0.1356182556830115	6	12
is_horizontal_reflection	-0.1353194800002839	7	0
is_vertical_reflection	-0.1353194800002839	7	0
disconnected_edges	-0.13520423185798724	7	0
start_c	-0.1349587132458163	100	3
loop	-0.13466954923471486	31	10
triplet	-0.13432181231074933	10	0
best_cheats	-0.1341646608828129	6	0
denom	-0.1327745030541077	26	0
vx1	-0.1327745030541077	7	0
intersection	-0.1319339795381323	15	5
path_length	-0.13176950328998144	19	8
lava_volume	-0.13160245728304504	5	0
val1_bool	-0.13108221061592984	6	0
val2_bool	-0.13108221061592984	6	0
new_box_col	-0.13107295200638164	15	0
200000000000000	-0.1310373298884545	6	3
400000000000000	-0.1310373298884545	6	3
new_distance	-0.1299872792452019	4	0
costs	-0.12996263427278437	9	3
disk_map_str	-0.12935339153787667	6	0
num_blinks	-0.12918339391498104	4	0
total_price	-0.12855924467959162	12	0
low_count	-0.12812979418809825	13	0
winning_numbers_str	-0.12748596459353645	8	0
your_numbers_str	-0.12748596459353645	8	0
no	-0.12651662041895215	322	386
keypad_mapping	-0.12608051632220546	2	0
antennas	-0.1258711180875064	30	39
equations	-0.12435238311008905	18	3
total_accepted_sum	-0.12421063288580418	13	0
travel_distance	-0.1238706493846235	4	0
left_sorted	-0.12363658584101207	9	0
right_sorted	-0.12363658584101207	9	0
best_product	-0.12329846451100193	10	0
galaxies_in_cols	-0.12327305306539754	6	0
galaxies_in_rows	-0.12327305306539754	6	0
brick_data	-0.12315682702450553	5	0
brick_id	-0.12309091756102446	16	6
high	-0.1223550290910123	45	23
current_design	-0.12235174172330084	4	0
total_calibration_value	-0.12178652900310004	2	0
backtrack	-0.12136294745619455	18	3
pulse_to_send	-0.12058126173350797	8	0
rows_len	-0.12005192408496608	5	0
card_data	-0.11984398892254396	7	0
len	-0.11981076186944013	648	730
total_gps	-0.11965969395107823	15	0
distance_traveled	-0.11949888229587977	4	0
min_heat_loss	-0.11860017136734817	14	0
prize_line	-0.11851664793333672	8	0
total_possible_games	-0.11838549667465462	9	0
source_val	-0.11832035129418489	8	0
move	-0.11811729279617705	149	204
locations	-0.11804313376460046	15	18
wire1	-0.11771941922763084	10	0
wire2	-0.11771941922763084	10	0
wire3	-0.11771941922763084	10	0
new_direction	-0.11704446277248158	22	0
file_len	-0.11680543807951953	20	12
final_secrets	-0.11665384134949555	6	0
reg_b	-0.11595411534080588	5	0
op1	-0.11595180932665253	7	5
op2	-0.11595180932665253	7	5
game_data	-0.1156233423873293	6	0
args	-0.11526241615672857	0	6
game_subsets	-0.11489311284658546	5	0
support_map	-0.11470200996605588	14	0
safe_reports_count	-0.11453381654265754	3	0
029a	-0.11392463218433958	0	0
179a	-0.11392463218433958	0	0
379a	-0.11392463218433958	0	0
456a	-0.11392463218433958	0	0
980a	-0.11392463218433958	0	0
current_pattern	-0.11366753682043969	5	0
cheats	-0.11352046203237061	25	19
a_x	-0.11349592095226436	12	1
a_y	-0.11349592095226436	11	1
b_x	-0.11349592095226436	10	1
b_y	-0.11349592095226436	10	1
heights	-0.11340531402227398	19	1
high_count	-0.11331720055778732	12	0
fits	-0.11328527165528525	7	6
extrapolated_value	-0.1127328163054283	18	0
nonlocal	-0.11247230644469633	15	4
isalpha	-0.11241473602048009	10	0
max_cubes	-0.11197069770716092	6	0
temp_grid	-0.11180388406901079	5	0
get_module_type	-0.11175116801030192	8	0
factor	-0.11170031051894315	23	8
keypad_to_coords	-0.11154958496376798	7	0
total_ways	-0.1114509438258168	3	0
a_line	-0.11142703892787527	10	0
b_line	-0.11142703892787527	8	0
consume	-0.1106212070720106	2	0
next_position	-0.10995411696423744	6	0
next_position2	-0.10995411696423744	3	0
oo	-0.10988220935011107	177	292
groups	-0.10978129612265257	46	35
index	-0.10978046293241744	162	50
group_index	-0.1097504910398116	6	0
register	-0.10936119658200168	50	28
vy1	-0.10912397545286565	6	0
21	-0.10910330876074636	33	25
topo_map	-0.10910248785489873	15	0
comb_costs	-0.10895958206051555	4	0
presses_a	-0.10895958206051555	4	0
presses_b	-0.10895958206051555	4	0
input_string	-0.10764714882228416	6	0
part_ratings	-0.10702804513035888	9	0
middle_page	-0.10697758029070757	15	0
expr	-0.10674476789992171	33	0
find_solution	-0.1066451180236527	6	0
min_cost	-0.10659306186127333	6	3
integers	-0.10597294101255367	12	0
evaluate	-0.1059472419814611	14	4
ignore	-0.1054765927895806	1	3
remembered_pulses	-0.10511379113066001	8	0
lists	-0.10495757432014578	15	0
get_heat	-0.10445203790491013	13	0
calibration_sum	-0.10375785882987124	3	0
end	-0.10346521381993586	604	538
speed	-0.1034286305166172	4	3
binary_number	-0.10305161718579807	4	0
temperature	-0.10295256637182083	11	0
calculate_distance	-0.10283979717179566	8	0
pair	-0.10233920931631796	14	25
module_type	-0.10218294352894908	20	0
edge1	-0.10140317389349042	4	0
edge2	-0.10140317389349042	3	0
ways	-0.10139485315240891	15	14
cheats_count	-0.10108750602111048	3	0
triplets	-0.10074135923306192	6	0
length	-0.10073919099824613	68	38
occurrences	-0.10044373446051777	7	0
codes	-0.10025948263969414	10	13
possible_disconnections	-0.09985422527952308	8	0
start_row	-0.09965927555581092	38	3
computer	-0.09954106460615295	50	8
current_groups	-0.09950722922523546	4	0
current_lengths	-0.09937218314299985	8	0
new_lengths	-0.09937218314299985	8	0
spring_str	-0.09937218314299985	8	0
schematics	-0.09915990749848787	23	0
safe_disintegrations	-0.09852546161960442	4	0
extrapolated_values	-0.09837252049566687	12	0
valid_reflection	-0.0975792107076818	14	0
current_distance	-0.09749045943390139	3	0
example_input	-0.09749045943390139	3	0
midpoint	-0.09688754543623578	3	1
17	-0.09669323444316541	24	21
c_mid	-0.09668152043227166	9	0
r_mid	-0.09668152043227166	9	0
disk_repr	-0.09665902117284109	10	0
found_empty	-0.09665902117284109	3	0
extrap_list	-0.09665374042576193	4	0
strength1	-0.0965779786297972	6	0
strength2	-0.0965779786297972	6	0
75	-0.0961211785245941	40	19
your	-0.09594912183761622	42	0
conn	-0.09579540003579194	134	33
find_connected_components	-0.09579540003579194	10	0
solve_all_machines	-0.09574824659917319	4	0
support_graph	-0.09562773428067574	8	0
another	-0.09546795917081088	2	0
min_z	-0.09546795917081088	2	0
removed_brick	-0.09546795917081088	2	0
warehouse	-0.09509431825815154	33	37
increasing	-0.09496001110258702	14	5
neighbor_cost	-0.09492216823987144	7	0
wire_name	-0.09457699247720446	9	0
cols_count	-0.09414471627960923	6	0
rows_count	-0.09414471627960923	6	0
current_map	-0.09402691658443976	14	0
locks	-0.09399095250296156	45	52
loop_nodes	-0.0939405147869228	12	0
new_z	-0.09382461811220344	9	0
reports	-0.09358901006192323	14	3
r_offset	-0.09324037316106554	3	0
count_str	-0.09309363666727491	3	0
curr_h	-0.09291750347427526	5	0
find_combination	-0.09176380629247564	3	0
patterns_dict	-0.091440170688432	2	0
sub_design	-0.091440170688432	2	0
dest_start	-0.09097654891831092	10	0
h_index	-0.09093402945635176	3	0
v_index	-0.09093402945635176	3	0
energized	-0.0907973350653534	19	8
cubes	-0.09069131635854266	16	12
distance_values	-0.0902717594070527	3	0
time_list	-0.0902717594070527	3	0
time_values	-0.0902717594070527	3	0
cheat_grid	-0.08944310725520861	4	0
dest	-0.0894082682889221	100	20
next_box_col	-0.08928645393788814	6	0
next_box_row	-0.08928645393788814	6	0
actual	-0.08908274507083515	11	2
calculate_load	-0.08873562375605548	10	0
tilted_platform	-0.08873562375605548	10	0
platform_input	-0.08855875102745825	8	0
typeerror	-0.08853105999046029	0	0
vx2	-0.0885163353694052	5	0
new_c	-0.08712488160438511	63	4
1024	-0.08691071732734157	8	8
left_index	-0.08684725395281326	8	0
right_index	-0.08684725395281326	8	0
count_100plus	-0.08674005718754167	6	0
else	-0.08673050681949172	207	253
vel2	-0.08632292227468615	9	0
64	-0.08613763652729695	18	15
workflow_name	-0.08591501805807676	6	0
compare_hands	-0.08557970021206111	8	0
antinodes	-0.08549067672761272	18	14
all_high	-0.08547451642463527	8	0
total_middle_page_numbers	-0.08495668273637445	6	0
2333133121414131402	-0.08454226771266064	4	1
time_distance_pairs	-0.08453711666046494	3	0
reachable_plots	-0.08414005411736154	8	0
blank	-0.08372713011289284	3	4
current_index	-0.08357739410476811	2	0
input_histories	-0.0835718874151469	4	0
temp	-0.08353956718743115	76	3
cond_parts	-0.08324403510139027	5	0
sorted_counts	-0.08296679085550179	7	0
total_calibration_result	-0.08258243637200936	12	0
program_str	-0.08257602207833664	10	0
galaxy_map	-0.08218203537693172	6	0
box_row	-0.08193190802049698	30	0
neighbor	-0.08149719683303064	188	34
calculate_product	-0.08148940631117874	8	0
start_pos	-0.08085771545552733	17	10
possible_equations	-0.08084224321240098	3	0
total_middle_page	-0.08082870260366677	12	0
arr	-0.08071010793396981	71	41
pos2	-0.08066377678568055	9	0
numeric	-0.08037373802905055	12	5
other_z	-0.07968977856722984	5	0
box_to_push_col	-0.0792448799177636	6	0
box_to_push_row	-0.0792448799177636	6	0
check_fit	-0.0791096726474797	4	0
module_types	-0.078835343347995	6	0
current_springs	-0.0783932078855797	4	0
rule_str	-0.07829346861742005	9	0
all_components	-0.07820948754395696	8	0
generate_secret_number	-0.07776922756633035	4	0
map_type	-0.07762337653293364	11	0
operand	-0.07716767361590597	40	36
search	-0.07715931273303143	26	15
hands_with_bids	-0.07705549480613821	6	0
current_path	-0.07702730629844924	6	0
83	-0.07674955515354269	4	1
turns	-0.07673111081707702	21	2
isdigit	-0.07665532940082131	21	18
turn_dir	-0.07661791336524854	2	0
current_type	-0.07657628336737356	4	0
lowest_location	-0.07657628336737356	3	0
type	-0.07651724445006275	91	18
box_col	-0.07590016605142196	30	0
cheat_path_length	-0.07581562951583287	3	0
saved_time	-0.07581562951583287	4	0
isinstance	-0.07576510734157095	2	2
30	-0.07534655165296172	4	3
possible_moves	-0.07467846994661582	6	0
row_data	-0.07463042191892665	3	0
bids	-0.07455765682641725	12	0
hand_strength	-0.07447882762832383	10	0
file_map	-0.07442583640552745	3	0
start_galaxy	-0.07433478893394156	6	0
current_file_id	-0.0740233402650134	3	0
found_gap	-0.0740233402650134	3	0
can_disintegrate	-0.07389409621470333	3	0
other_brick_id	-0.07389409621470333	3	0
valid_z	-0.07389409621470333	3	0
pos_x	-0.07361625220425809	12	7
pos_y	-0.07339785578460795	12	9
sequence	-0.07315535116696567	25	38
pushed_box	-0.07225485832917802	6	0
neighbor_pos	-0.07184519361577094	11	0
calculate_heat_loss	-0.07170515730764061	7	0
rank	-0.0708161302625094	13	12
card1_rank	-0.07063621624954783	3	0
card2_rank	-0.07063621624954783	3	0
get_hand_strength	-0.07063621624954783	3	0
ranks	-0.07063621624954783	3	0
conjunction	-0.07051401835328516	18	11
col	-0.0704978766471414	762	451
symbol_pattern	-0.06993027987079917	3	0
best_heat_loss	-0.06963469193660676	3	0
going	-0.06963469193660676	0	2
reg_c	-0.06957246920448354	3	0
safety	-0.06947629729145989	21	5
initial_secret	-0.06921397921011295	13	0
possible_games	-0.06893586770795128	12	0
subset_cubes	-0.06893586770795128	3	0
pos1_x	-0.06887418681196555	3	0
pos1_y	-0.06887418681196555	3	0
vel1_x	-0.06887418681196555	3	0
vel1_y	-0.06887418681196555	3	0
tilt_platform	-0.06862230778029316	8	0
cols_len	-0.0686010994771235	4	0
heat	-0.06824594282512375	109	51
score	-0.06813717917924329	51	42
numbers	-0.06804994620446467	67	39
operators	-0.06794560022941085	3	4
total	-0.06737793663192647	349	50
start_node	-0.0671633101538474	8	0
handle	-0.06689499284062936	3	3
filenotfounderror	-0.06663818296263824	0	0
2048	-0.06643856590164124	5	4
accepted_parts_sum	-0.06599998736263044	3	0
parts_start	-0.06599998736263044	3	0
dijkstra	-0.06575754702446837	4	5
destination_modules	-0.06569611945666248	5	0
func	-0.06533255306554876	2	40
z_wires	-0.06533255306554876	2	0
min_steps	-0.06499363962260095	2	0
vy2	-0.0648658077681631	4	0
__import__	-0.06479065800196088	2	0
patterns	-0.06469879329338991	40	51
px1	-0.06461924636208685	4	0
py1	-0.06461924636208685	4	0
evolve_stones	-0.06459169695749052	2	0
is_possible	-0.06446329243836797	8	6
input_disk	-0.06443934744856074	2	0
amxsxmaamm	-0.06441073503429587	0	0
mammmxmmmm	-0.06441073503429587	0	0
mmmsxxmasm	-0.06441073503429587	0	0
msamasmsmx	-0.06441073503429587	0	0
msamxmsmsa	-0.06441073503429587	0	0
mxmxaxmasx	-0.06441073503429587	0	0
saxamasaaa	-0.06441073503429587	0	0
smsmsasxss	-0.06441073503429587	0	0
xmasamxamm	-0.06441073503429587	0	0
xxammxxama	-0.06441073503429587	0	0
target_coords	-0.06428341580110336	5	0
best_score	-0.06419576017877587	3	7
galaxy_count	-0.06387275580411339	9	0
card_num	-0.06374298229676822	5	2
expand_universe	-0.06372407431749669	10	0
total_2000th_secrets	-0.06340950432270138	3	0
cheat_start	-0.06308933066807085	5	11
output	-0.0630336554986652	50	65
current_height	-0.06283092397956427	4	0
is_valid_trail	-0.06283092397956427	4	0
target_col	-0.06283092397956427	4	0
target_row	-0.06283092397956427	4	0
other_id	-0.06254974540813567	4	0
box_coords	-0.06250051775652167	7	0
calculate	-0.06246946576911472	69	14
source	-0.062371941348844384	34	7
find_min_heat_loss	-0.0623592976033484	6	0
69	-0.06234729207148398	5	1
84	-0.06234729207148398	7	4
86	-0.06234729207148398	7	5
page_x	-0.06217290761532364	3	0
82	-0.06204289928073631	3	0
total_possible_game_ids	-0.06182530852838289	3	0
finding	-0.06149145052131521	2	0
hand_type	-0.06129035779566508	7	2
should	-0.06118566905432808	0	2
current_combination	-0.06117587086165042	2	0
new_design	-0.06117587086165042	2	0
setdefault	-0.061033505260084976	6	1
strings	-0.06100677633171614	6	7
safe_to_disintegrate	-0.06099822868421415	9	0
distance_line	-0.06018117293803515	2	0
distance_list	-0.06018117293803515	2	0
time_line	-0.06018117293803515	2	0
101	-0.05990674383999403	16	20
code	-0.05931101635683109	88	62
total_cost	-0.05921064065024804	11	0
input_parts	-0.05890695340730431	4	0
next_differences	-0.05854087097159489	5	0
connected_groups	-0.05843203975642521	6	0
removed_connections	-0.05843203975642521	5	0
new_score	-0.05839000308419093	15	8
67	-0.05838105921142905	23	23
next_diffs	-0.05799224425545714	3	0
sum_extrapolated	-0.05799224425545714	5	0
lengths	-0.057968969381824303	27	2
